,LotFrontage,LotArea,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,BsmtQual,BsmtExposure,BsmtFinType1,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,Neighborhood_NoRidge,Neighborhood_NridgHt,Exterior1st_VinylSd,Exterior2nd_VinylSd,MasVnrType_None,MasVnrType_Stone,Foundation_CBlock,Foundation_PConc,GarageType_Attchd,GarageType_Detchd,SaleType_New,SaleCondition_Partial,HouseAge,RemodelAge,TotalSf,TotalBathrooms,TotalLivArea
10,4.2626798770413155,9.32375833901174,5,1965,1965,0.0,1.0,2.0,0.0,3.0,1040,4.0,6.947937068614969,0,6.947937068614969,1,1.0,5,0,0.0,1.0,1,384,0,0,0,0,0,0,1,0,1,0,0,1,0,0,43,43,1046.947937068615,2.0,1046.947937068615
11,4.454347296253507,9.386392315756542,9,2005,2006,5.659482215759621,3.0,4.0,0.0,6.0,1175,4.0,7.075808863978387,1142,7.751475318021456,3,3.0,11,2,4.0,3.0,3,736,147,21,0,1,0,0,0,1,0,1,0,0,1,1,1,0,2324.0758088639786,4.0,1182.7514753180214
12,4.248495242049359,9.470317173335742,5,1962,1962,0.0,1.0,2.0,0.0,5.0,912,2.0,6.816735880594968,0,6.816735880594968,1,1.0,4,0,0.0,1.0,1,352,140,0,0,0,0,0,1,0,1,0,0,1,0,0,46,46,918.8167358805949,2.0,918.8167358805949
13,4.5217885770490405,9.273596821611198,7,2006,2007,5.726847747587197,2.0,3.0,2.0,1.0,1494,4.0,7.3098814858247865,0,7.3098814858247865,2,2.0,7,1,4.0,2.0,3,840,160,33,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1501.3098814858247,2.0,1501.3098814858247
14,4.248495242049359,9.298442820197728,6,1960,1960,5.3612921657094255,1.0,2.0,0.0,4.0,1253,2.0,7.134093721192866,0,7.134093721192866,1,1.0,5,1,2.0,2.0,1,352,0,213,0,0,0,0,0,0,1,0,1,0,0,0,48,48,1260.1340937211928,2.5,1260.1340937211928
15,3.9512437185814275,8.71948076085107,7,1929,2001,0.0,1.0,2.0,0.0,1.0,832,4.0,6.75110146893676,0,6.75110146893676,1,1.0,5,0,0.0,1.0,2,576,48,112,0,0,0,0,1,0,0,0,0,1,0,0,78,6,838.7511014689368,1.0,838.7511014689368
16,4.248495242049359,9.32741204356202,6,1970,1970,5.198497031265826,1.0,2.0,0.0,5.0,1004,4.0,6.912742820493176,0,6.912742820493176,1,1.0,5,1,3.0,3.0,2,480,0,0,0,0,0,0,0,0,1,0,1,0,0,0,40,40,1010.9127428204931,2.0,1010.9127428204931
17,4.290459441148391,9.286560397887591,4,1967,1967,0.0,1.0,0.0,0.0,0.0,0,2.0,7.167809184316444,0,7.167809184316444,2,1.0,6,0,0.0,1.0,2,516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,39,39,7.167809184316444,2.0,7.167809184316444
18,4.204692619390966,9.524859098381523,5,2004,2004,0.0,1.0,2.0,0.0,6.0,1114,4.0,7.016609683894219,0,7.016609683894219,1,2.0,6,0,0.0,1.0,2,576,0,102,0,0,1,1,1,0,0,1,0,1,0,0,4,4,1121.0166096838943,2.5,1121.0166096838943
19,4.2626798770413155,8.93075873555827,5,1958,1965,0.0,1.0,2.0,0.0,2.0,1029,2.0,7.200424892944957,0,7.200424892944957,1,1.0,6,0,0.0,1.0,1,294,0,0,0,0,0,0,1,0,1,0,1,0,0,0,51,44,1036.200424892945,1.0,1036.200424892945
20,4.624972813284271,9.562123369834488,8,2005,2006,5.942799375126701,2.0,4.0,2.0,1.0,1158,4.0,7.055312843339752,1218,7.773594467360194,3,2.0,9,1,4.0,2.0,3,853,240,154,0,1,1,1,0,0,0,1,0,0,1,1,1,0,2383.05531284334,3.5,1165.7735944673602
21,4.060443010546419,8.915969311373605,7,1930,1950,0.0,1.0,2.0,0.0,1.0,637,4.0,7.011213987350367,0,7.011213987350367,1,2.0,6,1,4.0,1.0,1,280,0,0,0,0,0,0,1,0,0,1,1,0,0,0,77,57,644.0112139873504,1.0,644.0112139873504
22,4.330733340286331,9.184304357425342,8,2002,2002,5.641907070938114,2.0,3.0,0.0,1.0,1777,4.0,7.493317248862145,0,7.493317248862145,2,2.0,7,1,4.0,2.0,2,534,171,159,0,0,1,1,0,0,0,1,1,0,0,0,6,6,1784.4933172488622,2.0,1784.4933172488622
23,3.8066624897703196,8.348774539791274,5,1976,1976,0.0,1.0,3.0,0.0,6.0,1040,2.0,6.966967138613983,0,6.966967138613983,1,1.0,6,1,3.0,1.0,2,572,100,110,0,0,0,0,1,0,0,1,1,0,0,0,31,31,1046.9669671386139,2.0,1046.9669671386139
24,4.248495242049359,9.017604776833355,5,1968,2001,0.0,1.0,2.0,1.0,3.0,1060,4.0,6.966967138613983,0,6.966967138613983,1,2.0,6,1,3.0,1.0,1,270,406,90,0,0,0,0,1,0,1,0,1,0,0,0,42,9,1066.9669671386139,2.0,1066.9669671386139
25,4.709530201312334,9.56317796268366,8,2007,2007,6.46302945692067,2.0,3.0,0.0,1.0,1566,4.0,7.3783837129967145,0,7.3783837129967145,2,2.0,7,1,4.0,2.0,3,890,0,56,0,1,1,1,0,1,0,1,1,0,0,0,2,2,1573.3783837129968,2.0,1573.3783837129968
26,4.110873864173311,8.881975184248867,5,1951,2000,0.0,1.0,2.0,1.0,4.0,900,2.0,6.803505257608338,0,6.803505257608338,1,2.0,5,0,0.0,1.0,2,576,222,32,0,0,0,0,1,0,1,0,0,1,0,0,59,10,906.8035052576083,1.5,906.8035052576083
27,4.59511985013459,9.348274558065496,8,2007,2008,5.303304908059076,2.0,4.0,0.0,6.0,1704,4.0,7.4413203897176174,0,7.4413203897176174,2,2.0,7,1,4.0,2.0,3,772,0,50,0,1,1,1,0,1,0,1,1,0,0,0,3,2,1711.4413203897177,3.0,1711.4413203897177
28,3.871201010907891,9.700269170029188,5,1957,1997,0.0,1.0,2.0,3.0,4.0,1484,2.0,7.3783837129967145,0,7.3783837129967145,1,1.0,6,2,4.0,2.0,1,319,288,258,0,0,0,0,1,0,1,0,1,0,0,0,49,9,1491.3783837129968,2.0,1491.3783837129968
29,4.110873864173311,8.752265313595721,4,1927,1950,0.0,1.0,2.0,0.0,1.0,520,1.0,6.255750041753367,0,6.255750041753367,1,0.0,4,0,0.0,1.0,1,240,49,0,0,0,0,0,1,0,0,0,0,1,0,0,81,58,526.2557500417533,1.0,526.2557500417533
30,3.9318256327243257,9.04793908261736,4,1920,1950,0.0,1.0,2.0,0.0,1.0,649,2.0,6.476972362889683,668,7.183870715062453,1,1.0,6,0,0.0,1.0,1,250,0,54,0,0,0,0,1,0,0,0,0,1,0,0,88,58,1323.4769723628897,1.0,656.1838707150624
31,4.248495242049359,9.053101595549691,5,1966,2006,0.0,1.0,2.0,0.0,1.0,1228,3.0,7.113956109566034,0,7.113956109566034,1,2.0,6,0,0.0,1.0,1,271,0,65,0,0,0,0,1,0,1,0,1,0,0,0,42,2,1235.113956109566,1.5,1235.113956109566
32,4.454347296253507,9.3101857069459,8,2007,2007,0.0,2.0,4.0,2.0,1.0,1234,4.0,7.118826249062078,0,7.118826249062078,2,2.0,7,0,0.0,2.0,2,484,0,30,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1241.118826249062,2.0,1241.118826249062
33,4.2626798770413155,9.26416545867109,5,1959,1959,0.0,1.0,2.0,0.0,3.0,1398,3.0,7.438971592395862,0,7.438971592395862,1,2.0,6,1,4.0,2.0,2,447,0,38,0,0,0,0,1,0,1,0,1,0,0,0,51,51,1405.4389715923958,2.0,1405.4389715923958
34,4.110873864173311,8.897545598709327,9,2005,2005,5.5093883366279774,3.0,4.0,0.0,6.0,1561,4.0,7.3537223303996315,0,7.3537223303996315,2,3.0,6,1,4.0,3.0,2,556,203,47,0,1,0,0,0,0,0,1,1,0,0,0,2,2,1568.3537223303997,3.0,1568.3537223303997
35,4.6913478822291435,9.504426892100957,8,2004,2005,4.890349128221754,2.0,4.0,2.0,1.0,1117,4.0,7.0326242610280065,1320,7.8050670442584895,3,2.0,9,1,4.0,3.0,3,691,113,32,0,1,1,1,0,1,0,1,0,0,0,0,2,1,2444.032624261028,3.5,1124.8050670442585
36,4.727387818712341,9.292841593487926,5,1994,1995,0.0,1.0,3.0,0.0,1.0,1097,4.0,7.001245622069476,0,7.001245622069476,1,1.0,6,0,0.0,1.0,2,672,392,64,0,0,1,1,1,0,0,1,1,0,0,0,15,14,1104.0012456220695,1.5,1104.0012456220695
37,4.31748811353631,9.051696278536586,5,1954,1990,6.478509642208569,1.0,2.0,0.0,3.0,1297,3.0,7.168579897264035,0,7.168579897264035,1,1.0,5,1,3.0,3.0,2,498,0,0,0,0,0,0,0,0,1,0,1,0,0,0,55,19,1304.168579897264,1.5,1304.168579897264
38,4.23410650459726,8.977525200965243,5,1953,2007,0.0,1.0,2.0,0.0,6.0,1057,2.0,6.964135612418245,0,6.964135612418245,1,2.0,5,0,0.0,1.0,1,246,0,52,0,0,1,1,1,0,1,0,0,1,0,0,57,3,1063.9641356124182,2.0,1063.9641356124182
39,4.189654742026425,8.706324840138741,4,1955,1955,0.0,1.0,0.0,0.0,0.0,0,2.0,7.050122520269059,0,7.050122520269059,2,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,53,53,7.050122520269059,2.0,7.050122520269059
40,4.442651256490317,9.066354521447801,6,1965,1965,4.624972813284271,1.0,2.0,0.0,3.0,1088,4.0,7.1891677384203225,0,7.1891677384203225,2,1.0,6,1,3.0,2.0,2,440,0,138,0,0,0,0,0,0,1,0,1,0,0,0,41,41,1095.1891677384203,2.0,1095.1891677384203
41,4.7535901911063645,9.735423867488873,5,1959,1959,0.0,1.0,2.0,3.0,4.0,1350,3.0,7.192182058713246,0,7.192182058713246,1,1.0,5,2,4.0,2.0,1,308,0,104,0,0,1,1,1,0,1,0,1,0,0,0,48,48,1357.1921820587133,2.0,1357.1921820587133
42,4.248495242049359,9.1248914101437,5,1983,1983,0.0,1.0,3.0,2.0,5.0,840,3.0,6.785587645007929,0,6.785587645007929,1,2.0,5,0,0.0,2.0,2,504,240,0,0,0,0,0,1,0,1,0,1,0,0,0,24,24,846.7855876450079,2.0,846.7855876450079
43,4.248495242049359,9.127067452782361,5,1975,1980,0.0,1.0,3.0,2.0,2.0,938,2.0,6.844815479208263,0,6.844815479208263,1,1.0,5,0,0.0,1.0,1,308,145,0,0,0,1,1,1,0,1,0,0,1,0,0,33,28,944.8448154792083,2.0,944.8448154792083
44,4.2626798770413155,8.980423936374544,5,1959,1959,0.0,1.0,2.0,0.0,5.0,1150,4.0,7.048386408721883,0,7.048386408721883,1,1.0,6,0,0.0,2.0,1,300,0,0,0,0,0,0,1,0,1,0,1,0,0,0,47,47,1157.0483864087219,2.0,1157.0483864087219
45,4.127134385045092,8.943636705909594,9,2005,2005,6.023447592961033,3.0,4.0,0.0,6.0,1752,4.0,7.469083884921234,0,7.469083884921234,2,3.0,6,1,4.0,2.0,2,576,196,82,0,1,0,0,0,0,0,1,1,0,0,0,5,5,1759.4690838849212,3.0,1759.4690838849212
46,3.8918202981106265,9.458995712459116,7,2003,2003,0.0,2.0,4.0,0.0,6.0,1434,4.0,7.325807502595773,631,7.673223121121708,1,2.0,6,1,5.0,2.0,2,670,168,43,0,0,1,1,1,0,0,1,1,0,0,0,6,6,2072.325807502596,2.5,1441.6732231211217
47,4.442651256490317,9.314430080500564,8,2006,2006,0.0,2.0,3.0,2.0,6.0,1656,4.0,7.4127640174265625,0,7.4127640174265625,2,2.0,7,0,0.0,2.0,3,826,0,146,0,0,1,1,1,0,0,1,1,0,0,0,1,1,1663.4127640174265,2.0,1663.4127640174265
48,3.5263605246161616,8.402231172946555,4,1920,2008,0.0,1.0,2.0,0.0,1.0,736,3.0,6.602587892189336,716,7.2813856635702825,2,1.0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,89,1,1458.6025878921894,2.0,743.2813856635703
49,4.204692619390966,8.954544488386723,5,1966,1966,0.0,1.0,2.0,0.0,4.0,955,4.0,6.862757913051401,0,6.862757913051401,1,1.0,6,0,0.0,1.0,1,386,0,0,0,0,0,0,1,0,1,0,1,0,0,0,41,41,961.8627579130514,2.0,961.8627579130514
50,4.248495242049359,9.537483513308878,6,1997,1997,0.0,1.0,3.0,2.0,6.0,794,3.0,6.678342114654332,676,7.293697720601438,2,1.0,6,0,0.0,3.0,2,388,0,75,0,0,1,1,1,0,0,1,1,0,0,0,10,10,1476.6783421146542,2.5,801.2936977206015
51,3.970291913552122,8.738895704934043,6,1934,1950,0.0,1.0,2.0,0.0,1.0,816,2.0,6.705639094860003,0,7.0707241072602764,1,1.0,6,1,4.0,1.0,2,528,112,0,0,0,0,0,1,0,0,1,0,1,0,0,72,56,822.70563909486,1.0,823.0707241072603
52,4.709530201312334,9.044639916198465,5,1963,1963,0.0,0.0,3.0,3.0,2.0,816,2.0,6.705639094860003,0,6.705639094860003,1,1.0,5,0,0.0,1.0,2,516,106,0,0,0,0,0,1,0,1,0,0,0,0,0,47,47,822.70563909486,2.0,822.70563909486
53,4.23410650459726,10.825203541055348,9,1981,1987,0.0,2.0,4.0,3.0,6.0,1842,3.0,7.519149957669823,0,7.519149957669823,0,2.0,5,1,4.0,3.0,3,894,857,72,0,0,0,0,1,0,1,0,1,0,0,0,25,19,1849.51914995767,2.5,1849.51914995767
54,4.110873864173311,8.872767529910936,5,1955,1955,0.0,1.0,2.0,0.0,5.0,384,2.0,7.215975002651466,0,7.215975002651466,1,1.0,6,1,3.0,1.0,2,572,0,50,0,0,0,0,1,0,1,0,0,1,0,0,52,52,391.2159750026515,1.0,391.2159750026515
55,4.61512051684126,9.227787285579904,6,1964,1964,5.60947179518496,1.0,2.0,0.0,4.0,1425,3.0,7.262628600974241,0,7.262628600974241,2,1.0,7,1,4.0,2.0,2,576,0,0,0,0,0,0,0,0,1,0,1,0,0,0,44,44,1432.2626286009743,2.0,1432.2626286009743
56,3.2188758248682006,7.880804344674901,8,1999,2000,6.124683390894205,2.0,3.0,0.0,6.0,970,4.0,6.891625897052253,756,7.461640392208575,2,2.0,7,0,0.0,3.0,2,480,115,0,0,0,0,0,0,0,0,1,1,0,0,0,10,9,1732.891625897052,3.5,977.4616403922086
57,4.499809670330265,9.362718052397065,7,2004,2004,0.0,2.0,3.0,0.0,1.0,860,4.0,6.7580945044277305,860,7.450660796211539,2,2.0,7,0,0.0,2.0,2,565,0,70,0,0,1,1,1,0,0,1,1,0,0,0,2,2,1726.7580945044278,2.5,867.4506607962115
58,4.204692619390966,9.52390946537981,10,2006,2006,6.939253946041508,3.0,4.0,3.0,1.0,1410,4.0,7.2633296174768365,1519,7.988203597022576,3,2.0,10,1,4.0,3.0,3,641,192,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,2936.2633296174768,3.5,1417.9882035970227
59,4.110873864173311,8.881975184248867,5,1972,1972,0.0,1.0,2.0,2.0,5.0,780,4.0,6.660575149839686,0,6.660575149839686,1,1.0,4,0,0.0,1.0,1,352,196,0,0,0,0,0,1,0,1,0,0,1,0,0,36,36,786.6605751498397,1.0,786.6605751498397
60,4.1588830833596715,9.47830431356186,6,2004,2004,0.0,1.0,3.0,0.0,5.0,1158,4.0,7.055312843339752,0,7.055312843339752,1,2.0,5,0,0.0,1.0,2,576,0,50,0,0,1,1,1,0,0,1,0,1,1,1,2,2,1165.0553128433398,2.5,1165.0553128433398
61,4.110873864173311,8.881975184248867,5,1920,1996,0.0,1.0,2.0,0.0,1.0,530,2.0,6.366470447731438,530,7.013915474810528,1,0.0,6,0,0.0,1.0,1,288,0,0,0,0,0,0,1,0,0,0,0,1,0,0,87,11,1066.3664704477314,1.0,537.0139154748106
62,3.8066624897703196,8.770749549138642,8,2006,2006,5.187385805840755,2.0,3.0,1.0,6.0,1370,4.0,7.223295679562314,0,7.223295679562314,2,2.0,6,1,4.0,2.0,2,484,120,49,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1377.2232956795624,2.0,1377.2232956795624
63,3.9318256327243257,9.239996256883693,7,1921,1950,0.0,1.0,2.0,0.0,1.0,576,3.0,6.805722553416985,808,7.444833273892193,2,1.0,9,0,0.0,1.0,2,480,12,11,0,0,0,0,1,0,0,0,0,1,0,0,89,60,1390.8057225534171,2.0,583.4448332738922
64,4.248495242049359,9.145908511816794,7,1997,1998,6.352629396319567,1.0,3.0,0.0,6.0,1057,4.0,6.964135612418245,977,7.618251097876695,2,2.0,8,0,0.0,2.0,2,645,576,36,0,0,1,1,0,0,0,1,1,0,0,0,12,11,2040.9641356124182,3.5,1064.6182510978767
65,4.343805421853684,9.16868469670735,8,2004,2005,5.84354441703136,2.0,4.0,2.0,1.0,1143,4.0,7.042286171939743,1330,7.813591552952433,2,2.0,9,1,4.0,2.0,3,852,192,151,0,1,1,1,0,0,0,1,0,0,0,0,3,2,2480.04228617194,2.5,1150.8135915529524
66,4.248495242049359,9.898525260706313,7,1970,1989,5.662960480135946,1.0,3.0,3.0,6.0,1947,2.0,7.699842407396986,0,7.699842407396986,2,1.0,7,1,4.0,2.0,2,576,301,0,0,0,0,0,0,0,1,0,1,0,0,0,40,21,1954.699842407397,3.0,1954.699842407397
67,4.290459441148391,9.274816391160547,7,2003,2003,5.123963979403259,2.0,3.0,2.0,6.0,1453,4.0,7.299797366758161,0,7.299797366758161,2,2.0,7,0,0.0,2.0,2,558,144,29,0,0,1,1,0,0,0,1,1,0,0,0,4,4,1460.2997973667582,3.0,1460.2997973667582
68,3.871201010907891,8.435766192720509,4,1945,1950,0.0,1.0,2.0,0.0,1.0,747,2.0,6.617402977974478,0,6.617402977974478,1,1.0,4,0,0.0,1.0,1,220,0,0,0,0,0,0,1,0,1,0,1,0,0,0,65,60,753.6174029779745,1.0,753.6174029779745
69,4.406719247264253,9.654641503869545,7,1953,1953,0.0,2.0,2.0,0.0,4.0,1304,2.0,7.173958319756794,983,7.7354333524996886,2,1.0,7,1,3.0,3.0,2,667,0,21,0,0,0,0,1,0,1,0,1,0,0,0,53,53,2294.173958319757,2.0,1311.7354333524997
70,4.564348191467836,9.521641310026597,7,1973,1973,7.017506142941256,1.0,3.0,3.0,5.0,2223,4.0,7.707062655370473,0,7.707062655370473,2,1.0,8,2,4.0,3.0,2,516,300,0,0,0,0,0,0,0,1,0,1,0,0,0,34,34,2230.7070626553705,3.0,2230.7070626553705
71,4.248495242049359,8.935903526274423,4,1982,2006,0.0,1.0,2.0,0.0,5.0,845,2.0,6.740519359606223,0,6.740519359606223,1,1.0,4,0,0.0,1.0,2,360,0,0,0,0,0,0,1,0,1,0,0,1,0,0,25,1,851.7405193596062,2.0,851.7405193596062
72,4.31748811353631,9.224440496354964,7,1998,1998,3.713572066704308,1.0,3.0,0.0,1.0,832,3.0,6.786716950605081,833,7.449498005382849,2,1.0,7,1,3.0,3.0,2,427,0,94,0,0,1,1,0,0,0,1,1,0,0,0,11,11,1671.786716950605,2.5,839.4494980053828
73,4.454347296253507,9.23024103368252,5,1954,2003,4.653960350157523,1.0,2.0,0.0,5.0,1086,3.0,6.99117688712121,0,6.99117688712121,1,1.0,6,0,0.0,1.0,2,490,0,0,0,0,0,0,0,0,1,0,1,0,0,0,56,7,1092.9911768871211,2.0,1092.9911768871211
74,4.110873864173311,8.66406026722579,3,1915,1950,0.0,2.0,1.0,0.0,1.0,840,3.0,6.734591659972948,765,7.381501894506707,2,1.0,8,0,0.0,1.0,1,379,0,0,0,0,1,1,1,0,1,0,0,1,0,0,95,60,1611.734591659973,2.0,847.3815018945068
75,3.091042453358316,7.3758821482150125,4,1973,1973,0.0,1.0,3.0,3.0,6.0,462,2.0,6.267200548541362,462,6.8966943316227125,1,1.0,5,0,0.0,1.0,1,297,120,101,0,0,0,0,1,0,1,0,0,0,0,0,36,36,930.2672005485414,2.0,468.8966943316227
76,4.248495242049359,9.04499391938819,4,1956,1956,0.0,1.0,2.0,0.0,5.0,952,4.0,6.859614903654202,0,6.859614903654202,1,1.0,4,0,0.0,1.0,1,283,0,0,0,0,1,1,1,0,1,0,0,1,0,0,52,52,958.8596149036542,1.0,958.8596149036542
77,3.9318256327243257,9.063694791634697,5,1948,2001,0.0,1.0,2.0,0.0,4.0,672,2.0,6.9782137426306985,213,7.1592919047975645,1,1.0,6,0,0.0,1.0,1,240,0,0,0,0,0,0,1,0,1,0,0,1,0,0,60,7,891.9782137426307,2.0,679.1592919047976
78,4.290459441148391,9.285355075781629,4,1968,1968,0.0,1.0,2.0,0.0,1.0,1768,2.0,7.478169694159785,0,7.478169694159785,2,1.0,8,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,42,42,1775.4781696941598,2.0,1775.4781696941598
79,4.110873864173311,9.25349564229011,5,1910,1981,0.0,1.0,2.0,0.0,1.0,440,3.0,6.52649485957079,548,7.115582126184454,1,1.0,5,0,0.0,1.0,2,440,74,0,0,0,0,0,1,0,0,1,0,1,0,0,99,28,994.5264948595708,1.5,447.11558212618445
80,4.61512051684126,9.472781556562168,6,1968,1968,6.3578422665081,1.0,3.0,0.0,3.0,896,2.0,7.075808863978387,960,7.669961995473577,2,2.0,8,1,4.0,3.0,1,509,0,72,0,0,1,1,0,0,1,0,1,0,0,0,41,41,1863.0758088639784,2.5,903.6699619954736
81,3.4965075614664802,8.412054873292933,6,1998,1998,6.095824562432225,1.0,4.0,0.0,6.0,1237,4.0,7.198931240688173,0,7.198931240688173,2,1.0,5,0,0.0,3.0,2,405,0,199,0,0,1,1,0,0,0,1,1,0,0,0,8,8,1244.1989312406881,3.0,1244.1989312406881
82,4.3694478524670215,9.230829038403499,8,2007,2007,6.150602768446279,1.0,3.0,0.0,6.0,1563,4.0,7.355001921105257,0,7.355001921105257,2,2.0,6,1,4.0,2.0,3,758,144,99,0,0,1,1,0,1,0,1,1,0,0,0,1,1,1570.3550019211052,2.0,1570.3550019211052
83,4.394449154672439,9.09301972939964,5,1960,1960,4.204692619390966,1.0,2.0,0.0,1.0,1065,3.0,6.97166860472579,0,6.97166860472579,1,1.0,6,0,0.0,1.0,2,461,74,0,0,0,0,0,0,0,1,0,0,1,0,0,47,47,1071.971668604726,1.5,1071.971668604726
84,4.248495242049359,9.051461866908694,7,1995,1996,3.1354942159291497,1.0,3.0,0.0,1.0,384,3.0,6.690842277418564,670,7.29641326877392,2,1.0,7,1,3.0,3.0,2,400,120,72,0,0,0,0,0,0,0,1,0,0,0,0,14,13,1060.6908422774186,2.5,391.2964132687739
85,4.804021044733257,9.684086987500752,8,1991,1992,5.652489180268651,2.0,3.0,0.0,1.0,1288,4.0,7.171656822768514,1116,7.790696031174738,2,2.0,9,1,3.0,1.0,2,462,127,82,1,0,0,0,0,0,1,0,1,0,0,0,15,14,2411.1716568227685,2.5,1295.7906960311748
86,4.812184355372417,9.385301574363845,6,2005,2005,0.0,2.0,3.0,2.0,1.0,684,4.0,6.529418838262226,876,7.353081920515432,2,2.0,6,1,4.0,3.0,2,400,100,38,0,0,1,1,1,0,0,1,0,0,0,0,4,4,1566.5294188382622,2.5,691.3530819205155
87,3.713572066704308,8.281977058867758,6,2009,2009,4.343805421853684,2.0,3.0,2.0,1.0,612,4.0,6.418364935936212,612,7.110696122978827,2,2.0,4,0,0.0,2.0,2,528,0,234,0,0,1,1,0,1,0,1,0,1,1,1,0,0,1230.418364935936,2.5,619.1106961229789
88,4.663439094112067,9.044403844431551,3,1915,1982,0.0,0.0,2.0,0.0,1.0,1013,2.0,6.921658184151129,0,7.3310603052186325,1,0.0,6,0,0.0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,94,27,1019.9216581841512,1.0,1020.3310603052187
