,Datetime,PJME_MW,year,month,hour,day_num,day_of_month,week_of_year,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24
26,2002-01-10 03:00:00,25752.0,2002,1,3,3,10,2,0,26163.0,27829.0,28118.0,33535.5,3872.8169166080193
27,2002-01-10 04:00:00,25629.0,2002,1,4,3,10,2,0,25752.0,27759.0,28106.0,33448.958333333336,4026.0528353427067
28,2002-01-10 05:00:00,26257.0,2002,1,5,3,10,2,0,25629.0,28308.0,28650.0,33360.208333333336,4177.56127089735
29,2002-01-10 06:00:00,28350.0,2002,1,6,3,10,2,0,26257.0,30169.0,30687.0,33274.75,4304.456247536565
30,2002-01-10 07:00:00,32472.0,2002,1,7,3,10,2,0,28350.0,34261.0,34696.0,33198.958333333336,4376.923264012978
31,2002-01-10 08:00:00,34791.0,2002,1,8,3,10,2,0,32472.0,36714.0,37196.0,33124.416666666664,4373.282012170158
32,2002-01-10 09:00:00,34403.0,2002,1,9,3,10,2,0,34791.0,36494.0,37436.0,33044.291666666664,4321.97121370579
33,2002-01-10 10:00:00,33905.0,2002,1,10,3,10,2,0,34403.0,36417.0,37323.0,32957.166666666664,4270.171727192034
34,2002-01-10 11:00:00,33416.0,2002,1,11,3,10,2,0,33905.0,36529.0,37198.0,32852.5,4212.070904477736
35,2002-01-10 12:00:00,32986.0,2002,1,12,3,10,2,0,33416.0,36181.0,36548.0,32722.791666666668,4141.269223414142
36,2002-01-10 13:00:00,32499.0,2002,1,13,3,10,2,0,32986.0,35698.0,36024.0,32589.666666666668,4076.109010645661
37,2002-01-10 14:00:00,32380.0,2002,1,14,3,10,2,0,32499.0,35342.0,35186.0,32456.375,4021.9904850653998
38,2002-01-10 15:00:00,31904.0,2002,1,15,3,10,2,0,32380.0,34750.0,34478.0,32332.958333333332,3974.761753638638
39,2002-01-10 16:00:00,31866.0,2002,1,16,3,10,2,0,31904.0,34709.0,34497.0,32214.375,3941.8338240899034
40,2002-01-10 17:00:00,32910.0,2002,1,17,3,10,2,0,31866.0,35477.0,35807.0,32095.916666666668,3906.1638795144395
41,2002-01-10 18:00:00,35702.0,2002,1,18,3,10,2,0,32910.0,37984.0,39261.0,31988.958333333332,3844.211452800261
42,2002-01-10 19:00:00,35895.0,2002,1,19,3,10,2,0,35702.0,38111.0,39662.0,31893.875,3715.55070893297
43,2002-01-10 20:00:00,35194.0,2002,1,20,3,10,2,0,35895.0,37316.0,39177.0,31801.541666666668,3579.373517921429
44,2002-01-10 21:00:00,34259.0,2002,1,21,3,10,2,0,35194.0,36319.0,38328.0,31713.125,3461.5022035866036
45,2002-01-10 22:00:00,32431.0,2002,1,22,3,10,2,0,34259.0,34456.0,36636.0,31627.291666666668,3366.5652794498487
46,2002-01-10 23:00:00,29913.0,2002,1,23,3,10,2,0,32431.0,31626.0,33869.0,31542.916666666668,3317.6079506917167
47,2002-01-11 00:00:00,27252.0,2002,1,0,4,11,2,0,29913.0,29096.0,31038.0,31471.541666666668,3334.1283846224446
48,2002-01-11 01:00:00,25364.0,2002,1,1,4,11,2,0,27252.0,27144.0,29338.0,31394.708333333332,3411.5987005860948
49,2002-01-11 02:00:00,24433.0,2002,1,2,4,11,2,0,25364.0,26163.0,28421.0,31320.541666666668,3525.4727463341824
50,2002-01-11 03:00:00,23966.0,2002,1,3,4,11,2,0,24433.0,25752.0,28145.0,31248.458333333332,3650.963696235837
51,2002-01-11 04:00:00,23928.0,2002,1,4,4,11,2,0,23966.0,25629.0,28122.0,31174.041666666668,3783.6580123883173
52,2002-01-11 05:00:00,24559.0,2002,1,5,4,11,2,0,23928.0,26257.0,28637.0,31103.166666666668,3905.9967125998396
53,2002-01-11 06:00:00,26612.0,2002,1,6,4,11,2,0,24559.0,28350.0,30540.0,31032.416666666668,4011.544697784012
54,2002-01-11 07:00:00,30639.0,2002,1,7,4,11,2,0,26612.0,32472.0,34579.0,30960.0,4077.222808001439
55,2002-01-11 08:00:00,33601.0,2002,1,8,4,11,2,0,30639.0,34791.0,36958.0,30883.625,4064.8175295962833
56,2002-01-11 09:00:00,33849.0,2002,1,9,4,11,2,0,33601.0,34403.0,36721.0,30834.041666666668,4022.1160284127413
57,2002-01-11 10:00:00,34012.0,2002,1,10,4,11,2,0,33849.0,33905.0,36318.0,30810.958333333332,4002.2837011230918
58,2002-01-11 11:00:00,34179.0,2002,1,11,4,11,2,0,34012.0,33416.0,35809.0,30815.416666666668,4005.9380806244735
59,2002-01-11 12:00:00,33877.0,2002,1,12,4,11,2,0,34179.0,32986.0,35333.0,30847.208333333332,4030.4267761849483
60,2002-01-11 13:00:00,33177.0,2002,1,13,4,11,2,0,33877.0,32499.0,34639.0,30884.333333333332,4055.0127289423203
61,2002-01-11 14:00:00,32816.0,2002,1,14,4,11,2,0,33177.0,32380.0,34237.0,30912.583333333332,4069.087964436137
62,2002-01-11 15:00:00,32450.0,2002,1,15,4,11,2,0,32816.0,31904.0,33577.0,30930.75,4076.889961829942
63,2002-01-11 16:00:00,32264.0,2002,1,16,4,11,2,0,32450.0,31866.0,33352.0,30953.5,4084.074127419953
64,2002-01-11 17:00:00,33284.0,2002,1,17,4,11,2,0,32264.0,32910.0,34563.0,30970.083333333332,4088.7457832091154
65,2002-01-11 18:00:00,35631.0,2002,1,18,4,11,2,0,33284.0,35702.0,37710.0,30985.666666666668,4097.164838049002
66,2002-01-11 19:00:00,35672.0,2002,1,19,4,11,2,0,35631.0,35895.0,38263.0,30982.708333333332,4093.635489381989
67,2002-01-11 20:00:00,34829.0,2002,1,20,4,11,2,0,35672.0,35194.0,37539.0,30973.416666666668,4082.238089435838
68,2002-01-11 21:00:00,33588.0,2002,1,21,4,11,2,0,34829.0,34259.0,36762.0,30958.208333333332,4066.4801998263674
69,2002-01-11 22:00:00,32373.0,2002,1,22,4,11,2,0,33588.0,32431.0,35368.0,30930.25,4045.0497202297297
70,2002-01-11 23:00:00,30386.0,2002,1,23,4,11,2,0,32373.0,29913.0,33202.0,30927.833333333332,4044.1313536774846
71,2002-01-12 00:00:00,28222.0,2002,1,0,5,12,2,1,30386.0,27252.0,30924.0,30947.541666666668,4040.121274322352
72,2002-01-12 01:00:00,26248.0,2002,1,1,5,12,2,1,28222.0,25364.0,28635.0,30987.958333333332,4006.2542570463033
73,2002-01-12 02:00:00,25198.0,2002,1,2,5,12,2,1,26248.0,24433.0,27501.0,31024.791666666668,3956.048863055692
74,2002-01-12 03:00:00,24791.0,2002,1,3,5,12,2,1,25198.0,23966.0,27034.0,31056.666666666668,3903.35875064438
75,2002-01-12 04:00:00,24665.0,2002,1,4,5,12,2,1,24791.0,23928.0,26669.0,31091.041666666668,3841.3396947370443
76,2002-01-12 05:00:00,24887.0,2002,1,5,5,12,2,1,24665.0,24559.0,26822.0,31121.75,3784.1069160601264
77,2002-01-12 06:00:00,25701.0,2002,1,6,5,12,2,1,24887.0,26612.0,27399.0,31135.416666666668,3759.8891972187807
78,2002-01-12 07:00:00,27096.0,2002,1,7,5,12,2,1,25701.0,30639.0,28557.0,31097.458333333332,3811.7817467878585
79,2002-01-12 08:00:00,28437.0,2002,1,8,5,12,2,1,27096.0,33601.0,29709.0,30949.833333333332,3897.943110507618
80,2002-01-12 09:00:00,29891.0,2002,1,9,5,12,2,1,28437.0,33849.0,31241.0,30734.666666666668,3887.748970544679
81,2002-01-12 10:00:00,30623.0,2002,1,10,5,12,2,1,29891.0,34012.0,32375.0,30569.75,3833.4657863065395
82,2002-01-12 11:00:00,30641.0,2002,1,11,5,12,2,1,30623.0,34179.0,32490.0,30428.541666666668,3762.924244222017
83,2002-01-12 12:00:00,30059.0,2002,1,12,5,12,2,1,30641.0,33877.0,31933.0,30281.125,3677.9508391222726
84,2002-01-12 13:00:00,29210.0,2002,1,13,5,12,2,1,30059.0,33177.0,31099.0,30122.041666666668,3597.3423581398124
85,2002-01-12 14:00:00,28395.0,2002,1,14,5,12,2,1,29210.0,32816.0,30399.0,29956.75,3541.5753955844207
86,2002-01-12 15:00:00,27712.0,2002,1,15,5,12,2,1,28395.0,32450.0,29551.0,29772.541666666668,3501.1349834163366
87,2002-01-12 16:00:00,27446.0,2002,1,16,5,12,2,1,27712.0,32264.0,29299.0,29575.125,3477.0955559827603
88,2002-01-12 17:00:00,28518.0,2002,1,17,5,12,2,1,27446.0,33284.0,30729.0,29374.375,3454.111360110407
89,2002-01-12 18:00:00,31548.0,2002,1,18,5,12,2,1,28518.0,35631.0,33846.0,29175.791666666668,3355.1525848691176
90,2002-01-12 19:00:00,32283.0,2002,1,19,5,12,2,1,31548.0,35672.0,34092.0,29005.666666666668,3108.0202095849886
91,2002-01-12 20:00:00,31762.0,2002,1,20,5,12,2,1,32283.0,34829.0,33684.0,28864.458333333332,2858.9867463106625
92,2002-01-12 21:00:00,31097.0,2002,1,21,5,12,2,1,31762.0,33588.0,33033.0,28736.666666666668,2641.0272485410974
93,2002-01-12 22:00:00,30135.0,2002,1,22,5,12,2,1,31097.0,32373.0,32022.0,28632.875,2486.509397467861
94,2002-01-12 23:00:00,28640.0,2002,1,23,5,12,2,1,30135.0,30386.0,30680.0,28539.625,2379.8238665644785
95,2002-01-13 00:00:00,26803.0,2002,1,0,6,13,2,1,28640.0,28222.0,29011.0,28466.875,2347.3932871518487
96,2002-01-13 01:00:00,25052.0,2002,1,1,6,13,2,1,26803.0,26248.0,27100.0,28407.75,2371.5752286650613
97,2002-01-13 02:00:00,24007.0,2002,1,2,6,13,2,1,25052.0,25198.0,26097.0,28357.916666666668,2430.7578513468607
98,2002-01-13 03:00:00,23441.0,2002,1,3,6,13,2,1,24007.0,24791.0,25793.0,28308.291666666668,2508.972810415878
99,2002-01-13 04:00:00,23129.0,2002,1,4,6,13,2,1,23441.0,24665.0,25657.0,28252.041666666668,2604.5693540253237
100,2002-01-13 05:00:00,23244.0,2002,1,5,6,13,2,1,23129.0,24887.0,25778.0,28188.041666666668,2713.151215824119
101,2002-01-13 06:00:00,23700.0,2002,1,6,6,13,2,1,23244.0,25701.0,26396.0,28119.583333333332,2818.7381838822357
102,2002-01-13 07:00:00,24737.0,2002,1,7,6,13,2,1,23700.0,27096.0,27143.0,28036.208333333332,2921.1216722820245
103,2002-01-13 08:00:00,25970.0,2002,1,8,6,13,2,1,24737.0,28437.0,28059.0,27937.916666666668,2992.9395600555154
104,2002-01-13 09:00:00,27369.0,2002,1,9,6,13,2,1,25970.0,29891.0,29379.0,27835.125,3017.318350319418
105,2002-01-13 10:00:00,28455.0,2002,1,10,6,13,2,1,27369.0,30623.0,30744.0,27730.041666666668,2986.363652965595
106,2002-01-13 11:00:00,28982.0,2002,1,11,6,13,2,1,28455.0,30641.0,31051.0,27639.708333333332,2927.2555402951757
107,2002-01-13 12:00:00,29257.0,2002,1,12,6,13,2,1,28982.0,30059.0,31040.0,27570.583333333332,2872.374353655288
108,2002-01-13 13:00:00,29364.0,2002,1,13,6,13,2,1,29257.0,29210.0,31139.0,27537.166666666668,2846.716455797898
109,2002-01-13 14:00:00,29036.0,2002,1,14,6,13,2,1,29364.0,28395.0,31233.0,27543.583333333332,2850.821665181298
110,2002-01-13 15:00:00,28702.0,2002,1,15,6,13,2,1,29036.0,27712.0,31375.0,27570.291666666668,2862.1253349515314
111,2002-01-13 16:00:00,28615.0,2002,1,16,6,13,2,1,28702.0,27446.0,32003.0,27611.541666666668,2871.3756584783273
112,2002-01-13 17:00:00,29730.0,2002,1,17,6,13,2,1,28615.0,28518.0,33899.0,27660.25,2878.3520534289505
113,2002-01-13 18:00:00,32721.0,2002,1,18,6,13,2,1,29730.0,31548.0,35900.0,27710.75,2904.568115018651
114,2002-01-13 19:00:00,33627.0,2002,1,19,6,13,2,1,32721.0,32283.0,35971.0,27759.625,2980.8129444470337
115,2002-01-13 20:00:00,33337.0,2002,1,20,6,13,2,1,33627.0,31762.0,35306.0,27815.625,3080.447155746744
116,2002-01-13 21:00:00,32851.0,2002,1,21,6,13,2,1,33337.0,31097.0,34315.0,27881.25,3183.2366936541903
117,2002-01-13 22:00:00,31594.0,2002,1,22,6,13,2,1,32851.0,30135.0,32731.0,27954.333333333332,3278.9717591192853
118,2002-01-13 23:00:00,29545.0,2002,1,23,6,13,2,1,31594.0,28640.0,30646.0,28015.125,3334.2182098135895
119,2002-01-14 00:00:00,27659.0,2002,1,0,0,14,3,0,29545.0,26803.0,28337.0,28052.833333333332,3346.6867283884485
120,2002-01-14 01:00:00,26059.0,2002,1,1,0,14,3,0,27659.0,25052.0,26862.0,28088.5,3337.336011278198
121,2002-01-14 02:00:00,25487.0,2002,1,2,0,14,3,0,26059.0,24007.0,25976.0,28130.458333333332,3303.6603807341094
122,2002-01-14 03:00:00,25363.0,2002,1,3,0,14,3,0,25487.0,23441.0,25641.0,28192.125,3236.4745354287297
123,2002-01-14 04:00:00,25436.0,2002,1,4,0,14,3,0,25363.0,23129.0,25666.0,28272.208333333332,3136.021364434361
124,2002-01-14 05:00:00,26117.0,2002,1,5,0,14,3,0,25436.0,23244.0,26328.0,28368.333333333332,3004.1002077113462
125,2002-01-14 06:00:00,28402.0,2002,1,6,0,14,3,0,26117.0,23700.0,28267.0,28488.041666666668,2844.002101741571
126,2002-01-14 07:00:00,32754.0,2002,1,7,0,14,3,0,28402.0,24737.0,31938.0,28683.958333333332,2655.5345237605875
127,2002-01-14 08:00:00,35194.0,2002,1,8,0,14,3,0,32754.0,25970.0,34678.0,29018.0,2641.6530562444236
128,2002-01-14 09:00:00,34939.0,2002,1,9,0,14,3,0,35194.0,27369.0,35349.0,29402.333333333332,2842.2984524419458
129,2002-01-14 10:00:00,34515.0,2002,1,10,0,14,3,0,34939.0,28455.0,35542.0,29717.75,3021.241614188541
130,2002-01-14 11:00:00,34062.0,2002,1,11,0,14,3,0,34515.0,28982.0,35857.0,29970.25,3161.1131810611396
131,2002-01-14 12:00:00,33461.0,2002,1,12,0,14,3,0,34062.0,29257.0,35787.0,30181.916666666668,3260.5757949314648
132,2002-01-14 13:00:00,32880.0,2002,1,13,0,14,3,0,33461.0,29364.0,35790.0,30357.083333333332,3321.0898540751296
133,2002-01-14 14:00:00,32531.0,2002,1,14,0,14,3,0,32880.0,29036.0,35594.0,30503.583333333332,3352.7760712666372
134,2002-01-14 15:00:00,31982.0,2002,1,15,0,14,3,0,32531.0,28702.0,35527.0,30649.208333333332,3362.149467478629
135,2002-01-14 16:00:00,32184.0,2002,1,16,0,14,3,0,31982.0,28615.0,35489.0,30785.875,3346.1826051747485
136,2002-01-14 17:00:00,33544.0,2002,1,17,0,14,3,0,32184.0,29730.0,36530.0,30934.583333333332,3324.7483712131057
137,2002-01-14 18:00:00,36206.0,2002,1,18,0,14,3,0,33544.0,32721.0,39140.0,31093.5,3355.6753742564897
138,2002-01-14 19:00:00,36504.0,2002,1,19,0,14,3,0,36206.0,33627.0,39581.0,31238.708333333332,3501.4013651576215
139,2002-01-14 20:00:00,35782.0,2002,1,20,0,14,3,0,36504.0,33337.0,38780.0,31358.583333333332,3633.4804480919906
140,2002-01-14 21:00:00,34665.0,2002,1,21,0,14,3,0,35782.0,32851.0,37777.0,31460.458333333332,3724.4990439820613
141,2002-01-14 22:00:00,32740.0,2002,1,22,0,14,3,0,34665.0,31594.0,35997.0,31536.041666666668,3772.0477367900958
142,2002-01-14 23:00:00,30005.0,2002,1,23,0,14,3,0,32740.0,29545.0,33579.0,31583.791666666668,3780.0583729006516
143,2002-01-15 00:00:00,27483.0,2002,1,0,1,15,3,0,30005.0,27659.0,31187.0,31602.958333333332,3770.4252150833495
144,2002-01-15 01:00:00,25643.0,2002,1,1,1,15,3,0,27483.0,26059.0,29445.0,31595.625,3778.5918910816395
145,2002-01-15 02:00:00,24967.0,2002,1,2,1,15,3,0,25643.0,25487.0,28670.0,31578.291666666668,3805.9491243734374
146,2002-01-15 03:00:00,24715.0,2002,1,3,1,15,3,0,24967.0,25363.0,28375.0,31556.625,3843.429161936796
147,2002-01-15 04:00:00,24826.0,2002,1,4,1,15,3,0,24715.0,25436.0,28542.0,31529.625,3890.8149566863253
148,2002-01-15 05:00:00,25630.0,2002,1,5,1,15,3,0,24826.0,26117.0,29261.0,31504.208333333332,3934.103742793023
149,2002-01-15 06:00:00,27870.0,2002,1,6,1,15,3,0,25630.0,28402.0,31348.0,31483.916666666668,3964.2390016646245
150,2002-01-15 07:00:00,32057.0,2002,1,7,1,15,3,0,27870.0,32754.0,35335.0,31461.75,3983.6610892385347
151,2002-01-15 08:00:00,34375.0,2002,1,8,1,15,3,0,32057.0,35194.0,37841.0,31432.708333333332,3976.3646875787554
152,2002-01-15 09:00:00,34143.0,2002,1,9,1,15,3,0,34375.0,34939.0,37417.0,31398.583333333332,3946.0809828472243
153,2002-01-15 10:00:00,33509.0,2002,1,10,1,15,3,0,34143.0,34515.0,36824.0,31365.416666666668,3918.277349047421
154,2002-01-15 11:00:00,33178.0,2002,1,11,1,15,3,0,33509.0,34062.0,36504.0,31323.5,3888.385973416346
155,2002-01-15 12:00:00,32828.0,2002,1,12,1,15,3,0,33178.0,33461.0,35741.0,31286.666666666668,3865.4364359771625
156,2002-01-15 13:00:00,32421.0,2002,1,13,1,15,3,0,32828.0,32880.0,35158.0,31260.291666666668,3852.0918143282374
157,2002-01-15 14:00:00,32278.0,2002,1,14,1,15,3,0,32421.0,32531.0,34591.0,31241.166666666668,3844.833186483411
158,2002-01-15 15:00:00,31970.0,2002,1,15,1,15,3,0,32278.0,31982.0,34078.0,31230.625,3841.4883756452414
159,2002-01-15 16:00:00,31927.0,2002,1,16,1,15,3,0,31970.0,32184.0,34006.0,31230.125,3841.387105817279
160,2002-01-15 17:00:00,32905.0,2002,1,17,1,15,3,0,31927.0,33544.0,35270.0,31219.416666666668,3838.9699016529453
161,2002-01-15 18:00:00,35730.0,2002,1,18,1,15,3,0,32905.0,36206.0,38779.0,31192.791666666668,3824.3348836806063
162,2002-01-15 19:00:00,36282.0,2002,1,19,1,15,3,0,35730.0,36504.0,39450.0,31172.958333333332,3798.3515815836436
163,2002-01-15 20:00:00,35694.0,2002,1,20,1,15,3,0,36282.0,35782.0,38898.0,31163.708333333332,3785.051644919825
164,2002-01-15 21:00:00,34953.0,2002,1,21,1,15,3,0,35694.0,34665.0,38178.0,31160.041666666668,3780.4230782231834
165,2002-01-15 22:00:00,33278.0,2002,1,22,1,15,3,0,34953.0,32740.0,36282.0,31172.041666666668,3792.470302874966
166,2002-01-15 23:00:00,30709.0,2002,1,23,1,15,3,0,33278.0,30005.0,33530.0,31194.458333333332,3803.7145458110576
167,2002-01-16 00:00:00,28211.0,2002,1,0,2,16,3,0,30709.0,27483.0,30943.0,31223.791666666668,3796.85125814133
168,2002-01-16 01:00:00,26530.0,2002,1,1,2,16,3,0,28211.0,25643.0,29082.0,31254.125,3768.4683581402765
169,2002-01-16 02:00:00,25750.0,2002,1,2,2,16,3,0,26530.0,24967.0,28154.0,31291.083333333332,3715.0164598695346
170,2002-01-16 03:00:00,25472.0,2002,1,3,2,16,3,0,25750.0,24715.0,27829.0,31323.708333333332,3660.096321839774
171,2002-01-16 04:00:00,25460.0,2002,1,4,2,16,3,0,25472.0,24826.0,27759.0,31355.25,3603.492294620792
172,2002-01-16 05:00:00,26174.0,2002,1,5,2,16,3,0,25460.0,25630.0,28308.0,31381.666666666668,3555.5512220686314
173,2002-01-16 06:00:00,28361.0,2002,1,6,2,16,3,0,26174.0,27870.0,30169.0,31404.333333333332,3518.8345114314047
174,2002-01-16 07:00:00,32443.0,2002,1,7,2,16,3,0,28361.0,32057.0,34261.0,31424.791666666668,3498.7627375746256
175,2002-01-16 08:00:00,34902.0,2002,1,8,2,16,3,0,32443.0,34375.0,36714.0,31440.875,3502.680269543922
176,2002-01-16 09:00:00,34752.0,2002,1,9,2,16,3,0,34902.0,34143.0,36494.0,31462.833333333332,3523.464286708502
177,2002-01-16 10:00:00,34341.0,2002,1,10,2,16,3,0,34752.0,33509.0,36417.0,31488.208333333332,3545.7278884677653
178,2002-01-16 11:00:00,34223.0,2002,1,11,2,16,3,0,34341.0,33178.0,36529.0,31522.875,3570.326148936916
179,2002-01-16 12:00:00,33875.0,2002,1,12,2,16,3,0,34223.0,32828.0,36181.0,31566.416666666668,3597.6562287939364
180,2002-01-16 13:00:00,33488.0,2002,1,13,2,16,3,0,33875.0,32421.0,35698.0,31610.041666666668,3619.8984309455996
181,2002-01-16 14:00:00,33227.0,2002,1,14,2,16,3,0,33488.0,32278.0,35342.0,31654.5,3636.804163237171
182,2002-01-16 15:00:00,32699.0,2002,1,15,2,16,3,0,33227.0,31970.0,34750.0,31694.041666666668,3649.016561726421
183,2002-01-16 16:00:00,32573.0,2002,1,16,2,16,3,0,32699.0,31927.0,34709.0,31724.416666666668,3654.44367879016
184,2002-01-16 17:00:00,33817.0,2002,1,17,2,16,3,0,32573.0,32905.0,35477.0,31751.333333333332,3658.3776003396297
185,2002-01-16 18:00:00,36666.0,2002,1,18,2,16,3,0,33817.0,35730.0,37984.0,31789.333333333332,3675.5779748599325
186,2002-01-16 19:00:00,37302.0,2002,1,19,2,16,3,0,36666.0,36282.0,38111.0,31828.333333333332,3723.857334710265
187,2002-01-16 20:00:00,36697.0,2002,1,20,2,16,3,0,37302.0,35694.0,37316.0,31870.833333333332,3782.2591554308724
188,2002-01-16 21:00:00,35832.0,2002,1,21,2,16,3,0,36697.0,34953.0,36319.0,31912.625,3831.559471507094
189,2002-01-16 22:00:00,34082.0,2002,1,22,2,16,3,0,35832.0,33278.0,34456.0,31949.25,3865.932198172859
190,2002-01-16 23:00:00,31357.0,2002,1,23,2,16,3,0,34082.0,30709.0,31626.0,31982.75,3881.3995822887614
191,2002-01-17 00:00:00,28849.0,2002,1,0,3,17,3,0,31357.0,28211.0,29096.0,32009.75,3874.4013310333644
192,2002-01-17 01:00:00,26984.0,2002,1,1,3,17,3,0,28849.0,26530.0,27144.0,32036.333333333332,3849.3113406298417
193,2002-01-17 02:00:00,26135.0,2002,1,2,3,17,3,0,26984.0,25750.0,26163.0,32055.25,3822.094386589643
194,2002-01-17 03:00:00,25601.0,2002,1,3,3,17,3,0,26135.0,25472.0,25752.0,32071.291666666668,3795.193372849254
195,2002-01-17 04:00:00,25708.0,2002,1,4,3,17,3,0,25601.0,25460.0,25629.0,32076.666666666668,3785.5196836580276
196,2002-01-17 05:00:00,26130.0,2002,1,5,3,17,3,0,25708.0,26174.0,26257.0,32087.0,3766.965899362055
197,2002-01-17 06:00:00,28123.0,2002,1,6,3,17,3,0,26130.0,28361.0,28350.0,32085.166666666668,3769.978303093687
198,2002-01-17 07:00:00,32359.0,2002,1,7,3,17,3,0,28123.0,32443.0,32472.0,32075.25,3780.49872773882
199,2002-01-17 08:00:00,34860.0,2002,1,8,3,17,3,0,32359.0,34902.0,34791.0,32071.75,3780.182331121317
200,2002-01-17 09:00:00,34703.0,2002,1,9,3,17,3,0,34860.0,34752.0,34403.0,32070.0,3778.824604464251
201,2002-01-17 10:00:00,34638.0,2002,1,10,3,17,3,0,34703.0,34341.0,33905.0,32067.958333333332,3777.3254798596795
202,2002-01-17 11:00:00,34115.0,2002,1,11,3,17,3,0,34638.0,34223.0,33416.0,32080.333333333332,3785.573526896061
203,2002-01-17 12:00:00,33835.0,2002,1,12,3,17,3,0,34115.0,33875.0,32986.0,32075.833333333332,3782.9790500019526
204,2002-01-17 13:00:00,33368.0,2002,1,13,3,17,3,0,33835.0,33488.0,32499.0,32074.166666666668,3782.1606507928573
205,2002-01-17 14:00:00,33152.0,2002,1,14,3,17,3,0,33368.0,33227.0,32380.0,32069.166666666668,3780.2891615493636
206,2002-01-17 15:00:00,32662.0,2002,1,15,3,17,3,0,33152.0,32699.0,31904.0,32066.041666666668,3779.3212926358974
207,2002-01-17 16:00:00,32300.0,2002,1,16,3,17,3,0,32662.0,32573.0,31866.0,32064.5,3779.0594067836587
208,2002-01-17 17:00:00,33198.0,2002,1,17,3,17,3,0,32300.0,33817.0,32910.0,32053.125,3777.8729501101507
209,2002-01-17 18:00:00,35910.0,2002,1,18,3,17,3,0,33198.0,36666.0,35702.0,32027.333333333332,3767.4058156389533
210,2002-01-17 19:00:00,36509.0,2002,1,19,3,17,3,0,35910.0,37302.0,35895.0,31995.833333333332,3729.908667335801
