OverallQual,TotalSf,GrLivArea,1stFlrSF,LotArea,TotalLivArea,TotalBathrooms,YearBuilt,HouseAge,GarageArea
5,839.7262334023587,6.726233402358747,6.726233402358747,9.080345575359996,839.7262334023587,2.0,1985,24,0
5,938.15773548425,7.157735484249907,7.157735484249907,8.957252944288902,938.15773548425,2.0,1962,46,506
6,1423.4054956631994,7.405495663199472,7.405495663199472,9.169622538697624,1423.4054956631994,2.0,1953,56,418
6,1390.2327331361776,7.232733136177615,7.232733136177615,9.358846580275406,1390.2327331361776,1.5,1960,46,292
6,1549.6372343887897,7.637234388789473,7.637234388789473,9.486152271857476,1549.6372343887897,3.0,1978,32,500
5,1237.8658910748834,7.339537695407674,6.865891074883439,9.25349564229011,657.3395376954077,2.0,1904,104,686
7,1559.3479438231486,7.347943823148687,7.347943823148687,9.218804450388312,1559.3479438231486,2.0,2005,1,782
5,931.8308742346462,6.83087423464618,6.83087423464618,9.116139576577355,931.8308742346462,1.5,1965,44,429
7,1421.254884810077,7.254884810077338,7.254884810077338,9.07954808172616,1421.254884810077,2.0,2004,6,494
3,1019.9216581841512,7.331060305218632,6.921658184151129,9.044403844431551,1020.3310603052188,1.0,1915,94,0
5,1633.4460014983242,7.44600149832412,7.44600149832412,9.035272443893536,1633.4460014983242,2.0,1959,47,588
8,1716.4489161025442,7.4489161025442,7.4489161025442,9.318925682389624,1716.4489161025442,2.0,2006,3,908
5,1303.9939329752233,7.467942332285852,6.993932975223189,9.105090961257083,643.4679423322858,1.0,1880,126,240
6,1094.6682282484176,7.0707241072602764,6.668228248417403,8.699681400989514,705.0707241072603,1.0,1937,72,624
8,1895.2827611796056,7.5688956634069955,7.282761179605593,9.323222529032856,1413.568895663407,2.5,2000,6,504
4,864.7557689219842,6.755768921984255,6.755768921984255,8.901230352110781,864.7557689219842,1.0,1971,36,684
8,1925.9847163201184,7.560080465021827,6.984716320118266,9.655795128300506,1086.560080465022,2.5,2006,0,685
7,1366.9067547786483,7.47477218239787,6.906754778648554,8.881975184248867,603.4747721823978,2.5,1920,86,576
5,1735.4552984856832,7.455298485683291,7.455298485683291,9.480520169291822,1735.4552984856832,2.0,1965,43,576
7,1632.6398758338264,7.394493107219038,6.639875833826536,7.803435056952168,771.3944931072191,3.5,2003,5,474
7,1492.499787040656,7.311218384419629,6.499787040655854,9.747126097411703,661.3112183844196,3.5,2006,0,426
6,774.6732979677677,6.673297967767654,6.673297967767654,8.747193183526933,774.6732979677677,1.0,1930,78,160
7,1593.0414116637949,7.568379267836522,7.04141166379481,9.42424134192346,800.5683792678366,2.5,1976,31,550
7,1676.0021559544036,7.583247524303362,7.002155954403621,9.257319373170178,810.5832475243034,2.5,1976,32,483
8,1427.7262334023587,7.418780882750794,6.726233402358747,8.537191877922927,595.4187808827508,1.0,1925,83,228
5,991.8936563546026,6.893656354602635,6.893656354602635,9.034318927730707,991.8936563546026,2.0,1977,31,328
7,1365.2145044141512,7.214504414151143,7.214504414151143,9.011767474596178,1365.2145044141512,3.0,2004,4,484
6,854.7440591863113,6.744059186311348,6.744059186311348,8.395477432732141,854.7440591863113,2.0,2004,6,420
8,1942.021976423072,7.58629630715272,7.02197642307216,9.311632623458054,1092.586296307153,2.5,2006,0,753
8,2053.624130585661,7.624130585661289,7.624130585661289,9.379661116592883,2053.624130585661,2.5,2008,1,834
7,1871.900730664045,7.531552381407289,6.900730664045173,9.241548299100376,999.5315523814072,3.5,2000,8,839
6,1540.2765564027186,7.666221925662725,7.27655640271871,9.383368881858544,851.6662219256627,2.0,1916,93,441
7,2628.224753405768,7.881182202227102,7.224753405767971,9.200391041122517,1354.8811822022271,3.5,1993,16,656
6,919.1204443723924,7.120444372392488,7.120444372392488,8.910315776326016,919.1204443723924,2.0,1957,53,923
5,870.805722553417,6.805722553416985,6.805722553416985,9.092232283495854,870.805722553417,2.0,1983,23,484
5,918.8167358805948,6.816735880594968,6.816735880594968,9.470317173335742,918.8167358805948,2.0,1962,46,352
6,1087.4127640174263,7.412764017426562,7.412764017426562,10.366309203003638,1087.4127640174263,2.0,1960,50,528
6,1369.2320103316647,7.232010331664759,7.232010331664759,9.867704922396356,1369.2320103316647,2.0,1962,47,884
5,7.611347717403621,7.611347717403621,7.611347717403621,9.036106025364846,7.611347717403621,2.0,1977,30,630
6,1016.959398512134,6.959398512133975,6.959398512133975,9.084436955087028,1016.959398512134,2.0,1971,39,440
8,2528.192182058713,7.836764783264067,7.192182058713246,9.413934064045677,1325.836764783264,2.5,1995,12,752
8,1858.912742820493,7.52456122628536,6.912742820493176,9.112396727646056,1011.5245612262854,2.5,1999,9,660
8,1667.4151751096133,7.415175109613295,7.415175109613295,9.228474942171664,1667.4151751096133,3.0,2006,0,500
9,1705.4442486494968,7.444248649496705,7.444248649496705,8.540909718033554,1705.4442486494968,3.0,1999,9,506
6,918.8167358805948,6.816735880594968,6.816735880594968,8.820108644508608,918.8167358805948,2.5,1961,47,288
6,1770.834108738814,7.475905969367397,6.834108738813838,9.64387450001194,935.4759059693674,3.5,1997,12,470
6,1389.6012301187288,7.241366283322318,6.601230118728877,9.4678467019179,730.2413662833223,2.0,1972,37,497
5,1046.947937068615,6.947937068614969,6.947937068614969,8.922791623969637,1046.947937068615,2.5,1963,47,308
10,2399.7803030879086,7.780303087908373,7.780303087908373,9.508442961755849,2399.7803030879086,2.0,2003,6,968
6,1110.006695226837,7.00669522683704,7.00669522683704,8.699681400989514,1110.006695226837,1.0,1925,81,440
8,2068.957497370877,7.639642287858013,6.957497370876951,9.287394001418471,1041.639642287858,3.5,2007,1,836
5,726.689599269179,6.689599269178967,6.689599269178967,8.517393171418904,726.689599269179,1.0,1941,66,360
6,1099.050122520269,7.050122520269059,7.050122520269059,9.546884034617923,1099.050122520269,1.5,1950,59,300
7,1060.068172000388,7.068172000388042,7.068172000388042,9.271059107010888,1060.068172000388,3.0,1974,36,528
4,725.9215784196438,6.996681488176539,5.921578419643816,8.630700432209832,6.996681488176539,2.0,1930,80,0
5,1645.7945865808765,7.487173694213739,6.794586580876499,9.48288342558516,754.4871736942138,1.5,1914,92,180
7,1275.109062135687,7.560601162768557,7.109062135687172,9.229456489168411,577.5606011627685,3.0,1968,38,487
7,1677.4211775285953,7.421177528595393,7.421177528595393,9.60642831827175,1677.4211775285953,2.0,2006,0,690
7,1229.2557500417531,7.109879463072272,6.255750041753367,7.841885928984623,607.1098794630723,2.5,2005,1,480
7,1508.4966524381682,7.496652438168283,7.496652438168283,9.655218482441182,1508.4966524381682,3.0,1959,51,484
5,1663.4127640174263,7.412764017426562,7.412764017426562,9.132054453577638,1663.4127640174263,2.0,1973,35,506
7,1518.869014450666,7.4489161025442,6.8690144506657065,9.164401140034736,763.4489161025442,2.0,1915,91,642
9,2577.2605225980897,7.863266724009573,7.260522598089852,9.6006918422743,1400.8632667240097,2.5,1999,11,779
5,1490.790097235514,7.405495663199472,6.790097235513905,9.15704507491796,735.4054956631994,1.5,1942,65,312
8,2475.0361484937503,7.81156848934518,7.036148493750536,9.400960731584831,1143.8115684893453,3.5,2004,3,872
5,1368.6808546787902,7.217443431696533,6.680854678790215,9.55506418479516,803.2174434316966,2.5,1993,16,480
8,1483.3031700512367,7.3031700512368,7.3031700512368,9.109193189971226,1483.3031700512367,2.0,2006,1,472
5,871.09090982208,7.090909822079984,7.090909822079984,9.130322663990151,871.09090982208,2.5,1965,41,884
6,1071.2086003379602,7.208600337960199,7.208600337960199,9.224341891611996,1071.2086003379602,2.0,1974,35,478
4,7.050122520269059,7.050122520269059,7.050122520269059,8.706324840138741,7.050122520269059,2.0,1955,53,0
7,1657.4271441334083,7.427144133408616,7.427144133408616,9.224341891611996,1657.4271441334083,3.0,1998,11,583
5,1097.7912214627263,7.273092595999522,6.7912214627261855,8.517393171418904,547.2730925959995,1.0,1900,106,352
5,1221.1024993557746,7.102499355774649,7.102499355774649,9.245321340871428,1221.1024993557746,2.0,1967,40,318
6,1485.587550014825,7.299797366758161,6.587550014824796,9.5117774096603,732.2997973667582,2.5,1976,34,475
8,1799.8046145200626,7.496652438168283,6.804614520062624,9.25569607369698,900.4966524381683,2.5,2005,1,800
6,1518.625392368008,7.309881485824786,6.625392368007956,8.922791623969637,778.3098814858248,1.0,1942,67,213
7,2279.334981878872,7.753623546559746,7.334981878871814,9.379238908437996,1482.7536235465598,3.5,1990,18,514
8,1595.3708601665369,7.370860166536716,7.370860166536716,9.210440366976515,1595.3708601665369,2.0,2006,1,825
6,662.0859014643656,7.085901464365611,7.085901464365611,9.09504174761272,662.0859014643656,1.5,1959,47,539
6,1486.3098814858247,7.309881485824786,7.309881485824786,9.13097243659261,1486.3098814858247,3.0,1997,9,576
8,3225.6275443904888,8.08301991917133,7.627544390488503,9.597030324758013,2041.0830199191716,3.5,1995,15,666
5,876.8189240652755,6.818924065275521,6.818924065275521,9.087833697483386,876.8189240652755,1.0,1996,10,576
7,1543.7250336421669,7.403670290012373,6.725033642166843,9.169622538697624,735.4036702900124,2.0,1925,81,546
5,1530.0290875641497,7.361375428977347,7.029087564149662,8.738895704934043,1085.3613754289777,2.0,1930,78,360
7,1379.2950564164626,7.29505641646263,7.29505641646263,9.55506418479516,1379.2950564164626,3.0,1980,29,588
6,1756.891625897052,7.467942332285852,6.891625897052253,9.434203664214742,990.4679423322858,3.0,1940,68,423
8,1774.7650389767805,7.478169694159785,6.765038976780541,9.284519770150434,873.4781696941598,2.5,2007,2,578
6,1203.087573705558,7.087573705557973,7.087573705557973,9.105090961257083,1203.087573705558,2.0,1956,52,297
4,7.027314514039777,7.027314514039777,7.027314514039777,9.08000387024818,7.027314514039777,2.0,1949,60,520
4,6.740519359606223,6.740519359606223,6.740519359606223,9.35018926709258,6.740519359606223,1.0,1957,52,290
5,1591.063903961472,7.585281078639126,7.063903961472068,9.312535884290853,791.5852810786391,3.0,1969,39,530
5,1062.8564619845947,7.108244139731541,6.856461984594587,9.1838937219612,791.1082441397316,2.0,1924,82,392
6,1374.5294188382622,7.221835825288449,6.529418838262226,8.188966863648876,691.2218358252884,1.0,1910,96,216
6,993.1820849067168,6.895682697747868,6.182084906716632,7.533693709848633,489.8956826977479,1.5,1970,38,280
7,917.274479558774,7.274479558773871,7.274479558773871,9.245514446983837,917.274479558774,3.0,1990,17,719
4,843.1074254741108,7.107425474110705,7.107425474110705,9.09133158539398,843.1074254741108,1.0,1951,55,396
7,1507.3138868316337,7.313886831633462,7.313886831633462,9.04640868029382,1507.3138868316337,2.0,2004,5,570
8,2431.178545483764,7.804251383528112,7.1785454837637,9.713899659750128,1291.804251383528,3.5,1998,11,1069
7,1954.699842407397,7.699842407396986,7.699842407396986,9.898525260706313,1954.699842407397,3.0,1970,40,576
7,1194.0975488506149,7.097548850614793,7.097548850614793,8.81922185757494,1194.0975488506149,3.0,2006,4,632
5,1801.957497370877,7.493317248862145,6.957497370876951,9.405166749908611,1057.4933172488622,2.0,1954,54,352
4,1447.2730925959995,7.273092595999522,7.273092595999522,8.950532836290382,1447.2730925959995,4.0,1977,30,0
6,1219.1008519089442,7.10085190894405,7.10085190894405,9.251578279992428,1219.1008519089442,2.0,2009,1,460
7,1117.3508857167149,7.013915474810528,6.35088571671474,8.648396877031582,579.0139154748106,1.0,1926,82,288
8,2689.0698741284587,7.906915488678587,7.069874128458572,9.100971834920818,1149.9069154886786,4.0,1976,32,831
7,1730.7810576259362,7.45298232946546,6.78105762593618,9.09661160664784,887.4529823294655,2.5,1998,10,527
6,1335.1921820587131,7.192182058713246,7.192182058713246,9.189218875354072,1335.1921820587131,2.5,1963,47,528
5,1058.959398512134,6.959398512133975,6.959398512133975,9.036106025364846,1058.959398512134,2.5,1968,38,288
8,2411.1716568227685,7.790696031174738,7.171656822768514,9.684086987500752,1295.7906960311748,2.5,1991,15,462
4,954.85540879861,6.855408798609928,6.855408798609928,9.010791269515602,954.85540879861,2.0,1954,53,280
7,1618.0361484937505,7.61085279039525,7.036148493750536,9.342683558963897,735.6108527903953,1.0,1910,99,532
4,446.7684932116486,6.76849321164863,6.76849321164863,8.682877107057168,446.7684932116486,1.0,1923,83,0
8,1561.3492308246134,7.349230824613334,7.349230824613334,8.431853144249223,1561.3492308246134,2.0,2006,1,627
6,1978.9966814881768,7.655864017616056,6.996681488176539,9.312535884290853,959.655864017616,2.5,1969,39,576
5,823.2562972396906,7.256297239690681,7.256297239690681,10.14013945387513,823.2562972396906,2.0,1918,89,576
6,1574.762729506932,7.374001859350161,6.762729506931879,8.91139510724569,846.3740018593502,3.5,2004,4,398
6,1168.2312870043277,7.231287004327616,7.231287004327616,9.144307401371744,1168.2312870043277,2.5,1972,38,676
6,1247.3981740929703,7.398174092970465,7.398174092970465,9.169622538697624,1247.3981740929703,3.0,1958,51,338
5,926.8617113404808,6.86171134048073,6.86171134048073,8.749256840105007,926.8617113404808,1.0,1938,69,240
7,1433.206575926725,7.56164174558878,6.206575926724928,8.895903562215581,7.56164174558878,3.0,2003,6,672
5,986.8885724595654,6.888572459565364,6.888572459565364,8.862908295118627,986.8885724595654,1.0,1977,32,484
7,1792.8254600362552,7.488293515159428,6.825460036255307,9.328212292571072,927.4882935151594,3.5,2001,7,608
8,1693.4354380198145,7.43543801981455,7.43543801981455,9.218804450388312,1693.4354380198145,3.0,2004,3,636
6,978.880384082186,6.880384082186005,6.880384082186005,8.987321812850125,978.880384082186,2.0,1948,61,240
5,1195.271008538281,7.271008538280992,7.271008538280992,9.559305672844864,1195.271008538281,2.5,1956,50,576
8,2269.962243464266,7.724888439323074,6.962243464266207,9.13140538388804,1062.724888439323,2.5,2001,7,905
7,1230.947937068615,7.453561871643373,6.947937068614969,9.357466436866476,546.4535618716434,2.5,1979,28,550
5,1077.1204443723925,7.120444372392488,7.120444372392488,9.211539652551664,1077.1204443723925,1.5,1957,49,447
5,1046.947937068615,6.947937068614969,6.947937068614969,8.93075873555827,1046.947937068615,1.0,1959,47,286
8,1711.4413203897177,7.4413203897176174,7.4413203897176174,9.348274558065496,1711.4413203897177,3.0,2007,3,772
6,1200.3290937362467,7.329093736246592,7.329093736246592,9.338029733117072,1200.3290937362467,2.5,1976,32,478
8,1496.3065313989396,7.306531398939505,7.306531398939505,9.325185763645225,1496.3065313989396,2.0,2006,0,776
7,1393.3588308983424,7.358830898342354,7.358830898342354,8.19863945529737,1393.3588308983424,2.5,2007,2,660
7,1219.1008519089442,7.10085190894405,7.10085190894405,9.116139576577355,1219.1008519089442,2.0,2001,8,573
7,1580.3613754289777,7.361375428977347,7.361375428977347,9.191055610564316,1580.3613754289777,3.0,2002,7,544
6,1516.9206715042487,7.490529402060711,6.920671504248683,9.249657234353132,739.4905294020607,3.0,1972,34,484
5,1834.9782137426307,7.3632795869630385,6.9782137426306985,9.970445020661009,1331.363279586963,3.5,1923,86,528
6,1734.762729506932,7.455298485683291,6.762729506931879,9.081597496083456,871.4552984856833,2.5,2003,5,673
8,1573.3783837129968,7.378383712996714,7.378383712996714,9.56317796268366,1573.3783837129968,2.0,2007,2,890
9,1929.5616417455888,7.56164174558878,7.56164174558878,9.558035114334135,1929.5616417455888,3.0,2005,2,676
7,1698.741700694652,7.434257382133135,6.741700694652055,9.484937204879309,853.4342573821332,2.5,2009,0,650
8,1663.4127640174263,7.412764017426562,7.412764017426562,9.314430080500564,1663.4127640174263,2.0,2006,1,826
4,647.954638864881,6.954638864880987,6.954638864880987,9.287394001418471,647.954638864881,1.0,1885,122,273
9,2735.522400231387,7.911690520708339,7.522400231387125,9.92485757827232,1855.9116905207084,3.5,2005,1,706
6,1432.2626286009745,7.262628600974241,7.262628600974241,9.227787285579904,1432.2626286009745,2.0,1964,44,576
6,958.8596149036542,6.859614903654202,6.859614903654202,9.088737550216932,958.8596149036542,1.0,1916,93,192
5,996.89871453433,6.898714534329988,6.898714534329988,9.515543058145951,996.89871453433,1.5,1995,11,576
6,944.8966943316228,6.8966943316227125,6.8966943316227125,9.973666387157374,944.8966943316228,2.0,1969,37,540
4,1062.9631899858705,6.963189985870238,6.963189985870238,9.093918908958932,1062.9631899858705,2.0,1966,40,384
9,1753.465655310134,7.465655310134056,7.465655310134056,9.608646582885868,1753.465655310134,3.0,2006,3,758
7,1671.786716950605,7.449498005382849,6.786716950605081,9.224440496354964,839.4494980053828,2.5,1998,11,427
5,527.2896105214512,7.289610521451167,7.289610521451167,9.46397433028839,527.2896105214512,2.5,1963,46,480
7,1666.7238324408213,7.415175109613295,6.723832440821209,9.097843340749035,838.4151751096133,2.5,2002,7,493
9,1759.4690838849212,7.469083884921234,7.469083884921234,8.943636705909594,1759.4690838849212,3.0,2005,5,576
5,2627.216709486709,7.8713112033234065,7.216709486709457,9.846440897156851,1368.871311203323,3.0,1977,30,600
10,4684.051659556842,8.450412157725886,8.051659556841953,10.599006917241129,3146.450412157726,4.5,2007,0,884
5,790.6656837177824,6.665683717782408,6.665683717782408,8.721113147762688,790.6656837177824,2.0,1924,84,0
4,1047.021976423072,7.02197642307216,7.02197642307216,8.849513965486398,1047.021976423072,2.5,1961,46,544
4,1058.2320103316647,7.232010331664759,7.232010331664759,9.326878188224134,1058.2320103316647,1.5,1963,43,459
6,1392.5117453296448,7.234898420314831,6.511745329644728,9.360224821513476,679.2348984203148,2.5,1978,32,440
1,5.814130531825066,5.814130531825066,5.814130531825066,8.517393171418904,5.814130531825066,1.0,1946,61,0
7,1206.3985949345351,7.090909822079984,6.398594934535208,8.065579427282092,607.09090982208,2.5,2004,6,480
7,1382.254884810077,7.254884810077338,7.254884810077338,8.030409562130485,1382.254884810077,2.0,2004,2,398
5,1591.3683396863114,7.368339686311381,7.368339686311381,9.09884999594282,1591.3683396863114,2.0,1967,42,792
8,1523.6758232216348,7.325148957955575,6.675823221634848,9.344521553442204,799.3251489579555,1.0,1929,77,400
6,1265.1380730340445,7.138073034044347,7.138073034044347,9.309370895439136,1265.1380730340445,2.5,1971,37,528
5,882.805722553417,6.805722553416985,6.805722553416985,8.728102205062104,882.805722553417,1.0,1967,40,288
6,1165.0553128433398,7.055312843339752,7.055312843339752,9.47830431356186,1165.0553128433398,2.5,2004,2,576
5,882.872128101339,6.872128101338986,6.872128101338986,9.500095294588894,882.872128101339,2.0,1921,88,432
6,1943.2902928824467,7.7752758464868625,7.290292882446597,9.822873848541882,1028.775275846487,2.5,1965,42,596
7,1239.1172055031643,7.117205503164344,7.117205503164344,8.897682313454224,1239.1172055031643,3.0,2007,2,632
5,870.7627295069319,6.762729506931879,6.762729506931879,8.879193928110318,870.7627295069319,1.0,1972,36,352
7,1621.0698741284589,7.592366128519796,7.069874128458572,9.33149549353265,814.5923661285198,2.5,1989,18,575
8,1930.991176887121,7.562681246721884,6.99117688712121,9.39366142910322,1093.562681246722,3.5,1998,8,592
7,2087.1522688560326,7.640603826393634,7.152268856032539,9.298259670014064,1283.6406038263935,1.5,1926,83,282
6,1653.8606636714485,7.4073177104694174,6.860663671448287,8.976893927666076,960.4073177104694,2.5,1999,8,460
6,1611.3889460976184,7.388946097618437,7.388946097618437,8.98882050177807,1611.3889460976184,3.0,1993,15,533
5,7.201170883281678,7.201170883281678,7.201170883281678,9.11173476822206,7.201170883281678,1.0,1957,50,252
9,1937.570958583169,7.57095858316901,7.57095858316901,9.226213721132472,1937.570958583169,3.5,2009,1,606
6,1640.1041440929876,7.526178913346146,7.104144092987527,9.161780181360806,1001.526178913346,2.0,1954,52,325
5,846.7855876450079,6.785587645007929,6.785587645007929,9.1248914101437,846.7855876450079,2.0,1983,24,504
7,1632.6398758338264,7.394493107219038,6.639875833826536,7.874358824729881,771.3944931072191,2.5,2003,7,474
5,1290.5806391372848,7.158513997329321,6.580639137284949,8.160803920954665,727.1585139973294,1.5,1947,62,240
8,2276.0475172213573,7.736743682453495,7.047517221357296,9.328212292571072,1135.7367436824536,2.5,2002,6,779
5,822.70563909486,6.705639094860003,6.705639094860003,9.044639916198465,822.70563909486,2.0,1963,47,516
7,2017.2283884515737,7.688913336864796,7.228388451573604,9.535173710058755,1211.6889133368647,2.5,1988,18,786
5,1656.0808678966907,7.533693709848633,7.080867896690782,9.084890521258767,1095.5336937098486,1.0,1890,119,456
7,1652.8232861223555,7.40671073017764,6.823286122355687,8.871926251117628,925.4067107301776,2.0,1941,66,240
8,1851.5202345564744,7.520234556474628,7.520234556474628,9.305195902988862,1851.5202345564744,3.0,2005,4,620
8,1578.3601039729892,7.360103972989152,7.360103972989152,9.30492301446213,1578.3601039729892,2.0,2007,0,722
7,2089.2174434316967,7.641564441260972,7.217443431696533,9.343734255146714,1369.641564441261,2.5,2003,5,484
7,1914.5806997522243,7.580699752224563,7.580699752224563,9.312084355859469,1914.5806997522243,3.0,1988,18,766
8,2328.1188262490623,7.772752716468742,7.118826249062078,9.392661928770137,1188.7727527164686,2.5,2003,4,656
